identifier,New Index,Record Index,origin_url,title,Date,Cartoonists,Publisher,Page no,description,Authorities
DCDL-0015528,234,500,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1358062,SIZE-mic does matter. 7.1 on the richter scale. $2 billion on the WRECKter scale. 6 September 2010,06/09/2010,"Winter, Mark",Southland times (Newspaper),ST 6,A graph shows an earthquake registering 7.1 on the Richter scale and $2 billion on the 'Wreckter' scale. An arrow shoots upwards from the $2 billion anticipating that the cost will rise higher. Text above reads 'SIZE-mic does matter'. Refers to the Christchurch earthquake of Saturday 4th September 2010 and the cost of the damage.,Richter scale (subject_authority) # Earthquake damage (subject_authority) # Earthquake damage (subject_authority)
DCDL-0017374,235,503,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1420801,"Evans, Malcolm Paul, 1945-:[Ken Ring predictions] 22 March 2011",23/03/2011,"Evans, Malcolm Paul","Press (Christchurch, N.Z.); Timaru herald (Newspaper); Manawatu standard (Newspaper)",MS 15; TH 10; P A20,"Astrologer Ken Ring sits at his desk in his study surrounded by ancient scrolls and alchemical instruments; three people stand nearby awaiting advice. Ken Ring says 'Well, predicting a once-in-a-million year movement of tectonic plates is one thing... but predicting when officials will understand the plight of companies affected by it...' Context - Business people in Christchurch in the weeks following the earthquake are becoming increasingly frustrated at their inability to gain access to premises that have been made out of bounds because of potential danger. 
","Ring, Ken, 194?- (name_authority) # Business - Earthquake effects (subject_authority) # Infrastructure (Economics) - Earthquake effects (subject_authority) # Emergency management (subject_authority)"
DCDL-0015518,236,508,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1358045,Canterbury. THE CLEANUP. 6 September 2010,06/09/2010,"Hawkey, Allan Charles",Waikato times (Newspaper),WT 6,A man stares at an enormous roadsign reading 'Cleanup' that dwarfs a smaller one pointing to Canterbury. Refers to the damage resulting from the Christchurch earthquake of 4th September 2010.,Disaster relief (subject_authority)
DCDL-0019827,237,509,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1494666,"Scott, Thomas, 1947- :Liquifaction... Stupifaction... 27 December 2011",27/12/2011,"Scott, Thomas",Dominion post (Newspaper),DP B4,"The cartoon shows two images of cars nose-down in ditches, the first is caused by 'liquifaction' [liquefaction] and the second by 'stupifaction'. Context: there was another large aftershock on 23 December in Christchurch which resulted in quite a lot of liquefaction. There is always concern over the Christmas holidays about drinking while driving.",Earthquake aftershocks (subject_authority) # Soil liquefaction (subject_authority)
DCDL-0017302,238,511,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1418137,"Hubbard, James, 1949- : ""What's with all these disasters?.."" 13 March 2011",14/03/2011,"Hubbard, James",Otago daily times (Newspaper); Northern advocate (Newspaper),NA A6; ODT 8 15.3.11,"The cartoon is a parody of Rodin's famous sculpture 'The thinker' and shows it with a globe for its head. It holds a newspaper that reads 'Massive 'quake in Japan - ChCh. 'quake, China 'quake, Aus. Floods fires etc. etc.' The thinker ponders 'What's with all these disasters?..' Context - The massive earthquake in Japan that led to a devastating tsunami and now threats from several damaged nuclear power stations, the earthquakes in Christchurch on 4 September 2010 and 22 February 2011, the 5.8-magnitude earthquake in Yingjiang County, southwest China's Yunnan Province on March 15, 2011, and the January floods in Queensland, Australia, as well as bush fires on the outskirts of the Western Australia capital Perth.
","Natural disasters (subject_authority) # Tohoku Earthquake and Tsunami, Japan, 2011 (subject_authority) # Japan (place_authority)"
DCDL-0017491,239,515,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1427652,"Winter, Mark 1958-: Chim chim-in-ey, chim chim-in-ey... 7 April 2011",07/04/2011,"Winter, Mark",Southland times (Newspaper),ST 4,"Text reads 'City's old chimneys are considered the no. 1 earthquake danger'. Below are several angry-looking chimneys which sing 'Chim chim-in-ey. Chim chim-in-ey, chim chim cher-oo! When the big shake's on - we're coming to get you!' Context - Invercargill City council building services manager Simon Tonkin has seen first-hand the massive damage falling chimneys inflicted on homes and nearby vehicles following the massive Christchurch quake, and says that Invercargill's old brick chimneys are the No1 danger to the city's residents and homes if a major earthquake strikes and should be removed if they are not being used. (Southland Times 6 April 2011)",Chimneys (subject_authority) # Buildings - Earthquake effects (subject_authority) # Earthquake hazard analysis (subject_authority) # Earthquake resistant design (subject_authority)
DCDL-0018078,240,517,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1455290,"Brockie, Robert Ellison, 1932- :Mother nature comes visiting. 17 June 2011",17/06/2011,"Brockie, Robert Ellison",National Business Review (Newspaper),NBR 16,"The title is 'Mother Nature comes visiting...' and the cartoon shows an enormous woman in cowgirl boots who is representing 'ash showers', 'earthquakes', 'floods', 'drought', and 'tsunami'. She is knocking forcefully on the roof of the crumbling 'NZ Insurance Coys' building. Context - the problem of having insurance claims met satisfactorily after disasters, in this case probably the Christchurch earthquakes in particular.
",Earthquake insurance claims (subject_authority) # Insurance companies (subject_authority) # Insurance claims (subject_authority) # Natural disasters (subject_authority)
DCDL-0019336,241,518,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1481630,"Body, Guy Keverne, 1967- :1996. Documentary on dangerous sub-layer ignored... 11 March 2011",11/03/2011,"Body, Guy Keverne",New Zealand herald (Newspaper),NZH A12,"The cartoon suggests that the Kiwi character has too much of a 'She'll be right' attitude. Refers to a 1996 documentary called 'Earthquake!' which outlined the effects of a major earthquake on Christchurch's eastern suburbs and heritage buildings. The director Grant Dixon says lives could have been saved if officials had heeded the film's warnings. (Stuff: 11 March 2011)
",Earthquake resistant design (subject_authority)
DCDL-0017510,242,520,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1429235,"Nisbet, Alistair, 1958-: ""Got anything for cholera, Delhi belly and dysentry?"" 5 April 2011",05/04/2011,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A14,"A woman walks along a ruined road passing a broken sewer leaking raw sewage; rats abound and a voice from a nearby medical centre asks 'Got anything for cholera, Delhi belly and dysentery?' A sign offering 'Flu shots now' stands outside the centre. Context - Christchurch post earthquake of 22 February 2011.
",Sewerage (subject_authority)
DCDL-0029375,243,521,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1646016,"Ekers, Paul, 1961-: ""My house is in ruins, my car is crushed and my garden has disappeared..."" 7 September 2010",09/09/2010,"Ekers, Paul",Wellingtonian (Newspaper),W 10,"Black and white cartoon shows a man holding a bucket and shovel, standing among the rubble following the 4 September 2010 earthquake in Canterbury, which caused widespread damage to the city of Christchurch. He laments the damage caused to his house, car, and garden, commenting, ""I wasn't that bloody desperate to move two foot further away from Australia"".",Earthquake damage (subject_authority) # New Zealand - Foreign relations - Australia (subject_authority) # Soil liquefaction (subject_authority)
DCDL-0017439,244,522,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1424849,"Nisbet, Alistair, 1958-: ""Easy to access... easy to repair!"" 2 April 2011",02/04/2011,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A23,"Text reads 'Solution to Christchurch sewage problems?...' A woman, with a roll of toilet paper in her hand, climbs a ladder to a toilet that is positioned on a sewage pipe high above the ground. There are further toilets at intervals on the pipe. Her husband stands in the garden and observes that it is 'Easy to access and easy to repair'. Context - the Christchurch earthquakes and continuing aftershocks have done huge damage to sewerage infrastructures which suggests having the pipes above ground as a solution.
",Sewerage (subject_authority) # Sewerage (subject_authority)
DCDL-0017385,245,523,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1422180,"Hawkey, Allan Charles, 1941- :""You relocated to the Waikato from where?"" 25 March 2011",25/03/2011,"Hawkey, Allan Charles",Waikato times (Newspaper),WT 6,"A man chats over the fence with a newcomer to the area who is digging a vegetable patch. The newcomer is wearing a red and black striped jersey, his dog wears a red and black dog-coat and there are red and black curtains in the windows of the house. The passer-by wonders where the newcomer has located to the Waikato from. The colours make it obvious that he is from Christchurch. Context is so-called quake-refugees; people moving away from Christchurch following the earthquake of 22 February 2011.
",Waikato Region (place_authority)
DCDL-0017453,246,525,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1425992,"Evans, Malcolm Paul, 1945-: ""Relax! - the neighbour hasn't a clue we're emptying our chemical toilet in his long drop!"" 5 April 2011",05/04/2011,"Evans, Malcolm Paul",Timaru herald (Newspaper); Manawatu standard (Newspaper),MS 8; TH 7,"It is night and a man and his wife are lifting their chemical toilet over the garden fence with the intention of emptying it into the neighbour's longdrop. The man confidently tells his wife to relax as the neighbour hasn't a clue they are planning to do this. The neighbour, meanwhile, sits in the outhouse holding a cricket bat at the ready. Context - toilet problems in Christchurch post earthquake 22 February 2011.
",Sewerage (subject_authority) # Sewerage (subject_authority) # Sewerage (subject_authority)
DCDL-0017421,247,526,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1423704,"Evans, Malcolm Paul, 1945-:Rebuilding Projects. 29 March 2011",30/03/2011,"Evans, Malcolm Paul","Press (Christchurch, N.Z.); Timaru herald (Newspaper); Manawatu standard (Newspaper)",MS 8; TH 7; P A22 ,Text reads 'Rebuilding projects'. The first of the two frames shows collapsed buildings in Christchurch after the earthquake and the second frame shows leader of the Labour Party Phil Goff sorely in need of 'credibility' as he makes the 'V' for victory sign with both hands. Context - the rebuilding of Christchurch after the earthquake of 22 March 2011 and Phil Goff's disastrous personal polling as 'preferred PM' and the concomitant problems for the Labour Party with elections in November of this year.,"Goff, Philip Bruce (Hon), 1953- (name_authority) # New Zealand Labour Party (name_authority) # Buildings - Repair and reconstruction - New Zealand - Canterbury Region (subject_authority) # New Zealand. Parliament - Elections, 2011 (subject_authority)"
DCDL-0017371,248,527,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1420796,"Winter, Mark, 1958-: Cordon Blur. 22 March 2011",22/03/2011,"Winter, Mark",Southland times (Newspaper),ST 4,"Text above reads 'Central Christchurch business owners protest' and the words 'Cordon Blur' (wordplay on 'Cordon Bleu' and 'blur' as in 'unclear'). The cartoon shows a striped barrier bearing the words 'KEEP OUT' that is being torn to pieces. The unpublished version continues the text to read 'Central Christchurch business owners protest as future directions unclear'. Context - Protests from angry Christchurch business owners locked out of the damaged CBD have intensified today, with police physically intervening when several protesters went inside the cordon.",Buildings - Repair and reconstruction - New Zealand - Canterbury Region (subject_authority) # Disaster victims (subject_authority) # Business - Earthquake effects (subject_authority) # Infrastructure (Economics) - Earthquake effects (subject_authority)
DCDL-0018145,249,528,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1456795,"Walker, Malcolm, 1950- :""The following suburbs and my hopes of a reputation as an effective minister are now officially listed as munted..."" 22-23 June 2011",24/06/2011,"Walker, Malcolm",Dominion post (Newspaper),DP B4,"The cartoon shows the Minister for Earthquake Recovery, Gerry Brownlee, who wears a jacket with 'CERA' printed on it, reading from the 'Doomsday Book'. He reads 'The following suburbs and my hopes of a reputation as an effective minister, are now officially listed as munted...' Context - On 23rd June Prime Minister, John Key, officially announced which streets and suburbs in earthquake-ravaged Christchurch would be abandoned. For many residents, there has been too much delay and too little information regarding which land can or cannot be used for rebuilding for Gerry Brownlee's reputation to remain unsullied.
","City planning - New Zealand - Canterbury Region (subject_authority) # Brownlee, Gerard Anthony (Hon), 1956- (name_authority) # Buildings - Earthquake effects (subject_authority) # Canterbury Earthquake Recovery Authority (name_authority) # Buildings - Repair and reconstruction - New Zealand - Canterbury Region (subject_authority)"
